time_period,time_identifier,geographic_level,country_code,country_name,subject_name,subject_sector_area,characteristic_type,characteristic_value,characteristic_gender,astar_grade_achieved,a_grade_achieved,b_grade_achieved,c_grade_achieved,d_grade_achieved,e_grade_achieved,u_grade_achieved,total_students
201819,Academic year,National,E92000001,England,History,"History, Philosophy and Theology",Disadvantage,Non-Disadvantaged,Female,894,3616,6251,5220,2690,815,178,19688
201819,Academic year,National,E92000001,England,History,"History, Philosophy and Theology",Disadvantage,Non-Disadvantaged,Male,577,2387,4623,4506,2286,671,147,15204
201819,Academic year,National,E92000001,England,Home economics,Retail and Commercial Enterprise,Disadvantage,Non-Disadvantaged,Female,0,0,2,2,0,0,0,4
201819,Academic year,National,E92000001,England,Home economics,Retail and Commercial Enterprise,Disadvantage,Non-Disadvantaged,Male,0,0,0,1,1,0,0,2
201819,Academic year,National,E92000001,England,ICT,Information and Communication Technology (ICT),Disadvantage,Non-Disadvantaged,Female,0,2,2,11,2,0,2,19
201819,Academic year,National,E92000001,England,ICT,Information and Communication Technology (ICT),Disadvantage,Non-Disadvantaged,Male,0,0,3,6,8,4,2,23
201819,Academic year,National,E92000001,England,Law,"Business, Administration, Finance and Law",Disadvantage,Non-Disadvantaged,Female,288,811,1386,1477,957,439,171,5529
201819,Academic year,National,E92000001,England,Law,"Business, Administration, Finance and Law",Disadvantage,Non-Disadvantaged,Male,112,287,719,881,646,345,131,3121
201819,Academic year,National,E92000001,England,Media film TV,"Arts, Media and Publishing",Disadvantage,Non-Disadvantaged,Female,109,742,2424,2091,695,130,19,6210
201819,Academic year,National,E92000001,England,Media film TV,"Arts, Media and Publishing",Disadvantage,Non-Disadvantaged,Male,42,302,1441,1888,919,217,54,4863
201819,Academic year,National,E92000001,England,Music,"Arts, Media and Publishing",Disadvantage,Non-Disadvantaged,Female,41,202,447,486,321,125,31,1653
201819,Academic year,National,E92000001,England,Music,"Arts, Media and Publishing",Disadvantage,Non-Disadvantaged,Male,72,241,484,501,346,130,38,1812
201819,Academic year,National,E92000001,England,Other communication studies,"Arts, Media and Publishing",Disadvantage,Non-Disadvantaged,Female,64,303,875,718,294,59,13,2326
201819,Academic year,National,E92000001,England,Other communication studies,"Arts, Media and Publishing",Disadvantage,Non-Disadvantaged,Male,43,225,726,827,375,85,31,2312
201819,Academic year,National,E92000001,England,Other sciences,Science and Mathematics,Disadvantage,Non-Disadvantaged,Female,30,96,152,198,122,76,18,692
201819,Academic year,National,E92000001,England,Other sciences,Science and Mathematics,Disadvantage,Non-Disadvantaged,Male,69,212,279,319,265,153,36,1333
201819,Academic year,National,E92000001,England,Other social studies,Social Sciences,Disadvantage,Non-Disadvantaged,Female,33,148,294,309,212,132,36,1164
201819,Academic year,National,E92000001,England,Other social studies,Social Sciences,Disadvantage,Non-Disadvantaged,Male,26,106,214,181,143,67,32,769
201819,Academic year,National,E92000001,England,Physical education,"Leisure, Travel and Tourism",Disadvantage,Non-Disadvantaged,Female,257,609,1166,1084,593,222,82,4013
201819,Academic year,National,E92000001,England,Physical education,"Leisure, Travel and Tourism",Disadvantage,Non-Disadvantaged,Male,112,394,1087,1328,1048,527,159,4655
201819,Academic year,National,E92000001,England,Physics,Science and Mathematics,Disadvantage,Non-Disadvantaged,Female,395,983,1220,1053,820,472,256,5199
201819,Academic year,National,E92000001,England,Physics,Science and Mathematics,Disadvantage,Non-Disadvantaged,Male,1574,3591,4370,3971,3195,1911,841,19453
201819,Academic year,National,E92000001,England,Psychology,Science and Mathematics,Disadvantage,Non-Disadvantaged,Female,1722,4784,9880,9393,5538,2282,672,34290
201819,Academic year,National,E92000001,England,Psychology,Science and Mathematics,Disadvantage,Non-Disadvantaged,Male,239,925,2507,3523,2651,1386,496,11731
201819,Academic year,National,E92000001,England,Religious studies,"History, Philosophy and Theology",Disadvantage,Non-Disadvantaged,Female,273,1342,2310,2173,1279,469,117,7963
201819,Academic year,National,E92000001,England,Religious studies,"History, Philosophy and Theology",Disadvantage,Non-Disadvantaged,Male,107,490,847,807,494,228,87,3060
201819,Academic year,National,E92000001,England,Sociology,Social Sciences,Disadvantage,Non-Disadvantaged,Female,1186,3143,6297,5784,2981,933,273,20624
201819,Academic year,National,E92000001,England,Sociology,Social Sciences,Disadvantage,Non-Disadvantaged,Male,185,625,1597,1888,1248,425,179,6153
201819,Academic year,National,E92000001,England,Spanish,"Other languages, literature and culture",Disadvantage,Non-Disadvantaged,Female,259,770,969,785,420,161,33,3399
201819,Academic year,National,E92000001,England,Spanish,"Other languages, literature and culture",Disadvantage,Non-Disadvantaged,Male,136,322,463,323,184,50,17,1495
201819,Academic year,National,E92000001,England,Total classical studies,"Other languages, literature and culture",Disadvantage,Non-Disadvantaged,Female,70,330,535,376,178,47,10,1546
201819,Academic year,National,E92000001,England,Total classical studies,"Other languages, literature and culture",Disadvantage,Non-Disadvantaged,Male,37,133,295,234,108,39,15,861
201819,Academic year,National,E92000001,England,Total English,"Languages, literature and culture of the British isles",Disadvantage,Non-Disadvantaged,Female,1912,4417,9677,9565,4840,1040,139,31601
201819,Academic year,National,E92000001,England,Total English,"Languages, literature and culture of the British isles",Disadvantage,Non-Disadvantaged,Male,587,1167,2830,3133,1771,423,93,10006
201819,Academic year,National,E92000001,England,Total maths,Science and Mathematics,Disadvantage,Non-Disadvantaged,Female,2643,5058,3958,3883,2973,1821,513,20849
201819,Academic year,National,E92000001,England,Total maths,Science and Mathematics,Disadvantage,Non-Disadvantaged,Male,5969,8068,5859,5667,4806,2822,955,34146
201819,Academic year,National,E92000001,England,Total Other modern languages,"Other languages, literature and culture",Disadvantage,Non-Disadvantaged,Female,287,567,379,177,92,27,24,1553
201819,Academic year,National,E92000001,England,Total Other modern languages,"Other languages, literature and culture",Disadvantage,Non-Disadvantaged,Male,121,351,241,155,72,25,18,983
201819,Academic year,National,E92000001,England,Account and finance,"Business, Administration, Finance and Law",Disadvantage,Unknown disadvantaged status,Female,0,3,2,2,1,2,2,12
201819,Academic year,National,E92000001,England,Account and finance,"Business, Administration, Finance and Law",Disadvantage,Unknown disadvantaged status,Male,0,1,5,2,0,1,2,11
201819,Academic year,National,E92000001,England,Art and design,"Arts, Media and Publishing",Disadvantage,Unknown disadvantaged status,Female,29,38,68,40,18,1,3,197
201819,Academic year,National,E92000001,England,Art and design,"Arts, Media and Publishing",Disadvantage,Unknown disadvantaged status,Male,8,13,16,17,13,5,2,74
201819,Academic year,National,E92000001,England,Biological sciences,Science and Mathematics,Disadvantage,Unknown disadvantaged status,Female,22,71,91,94,55,47,17,397
201819,Academic year,National,E92000001,England,Biological sciences,Science and Mathematics,Disadvantage,Unknown disadvantaged status,Male,5,30,48,58,36,25,13,215
201819,Academic year,National,E92000001,England,Business studies,"Business, Administration, Finance and Law",Disadvantage,Unknown disadvantaged status,Female,6,26,45,36,30,13,8,164
201819,Academic year,National,E92000001,England,Business studies,"Business, Administration, Finance and Law",Disadvantage,Unknown disadvantaged status,Male,1,10,51,49,36,10,10,167
201819,Academic year,National,E92000001,England,Chemistry,Science and Mathematics,Disadvantage,Unknown disadvantaged status,Female,19,77,93,74,46,24,14,347
201819,Academic year,National,E92000001,England,Chemistry,Science and Mathematics,Disadvantage,Unknown disadvantaged status,Male,23,58,74,60,35,35,11,296
201819,Academic year,National,E92000001,England,Computing,Information and Communication Technology (ICT),Disadvantage,Unknown disadvantaged status,Female,0,3,1,8,2,5,3,22
201819,Academic year,National,E92000001,England,Computing,Information and Communication Technology (ICT),Disadvantage,Unknown disadvantaged status,Male,6,11,19,25,29,14,9,113
201819,Academic year,National,E92000001,England,Design and technology,Engineering and Manufacturing Technologies,Disadvantage,Unknown disadvantaged status,Female,2,2,4,7,2,0,1,18
201819,Academic year,National,E92000001,England,Design and technology,Engineering and Manufacturing Technologies,Disadvantage,Unknown disadvantaged status,Male,0,3,8,4,5,3,1,24
201819,Academic year,National,E92000001,England,Drama,"Arts, Media and Publishing",Disadvantage,Unknown disadvantaged status,Female,0,6,15,19,14,1,1,56
201819,Academic year,National,E92000001,England,Drama,"Arts, Media and Publishing",Disadvantage,Unknown disadvantaged status,Male,0,1,2,7,6,0,1,17
201819,Academic year,National,E92000001,England,Economics,Social Sciences,Disadvantage,Unknown disadvantaged status,Female,8,22,30,24,9,4,2,99
201819,Academic year,National,E92000001,England,Economics,Social Sciences,Disadvantage,Unknown disadvantaged status,Male,7,33,38,51,29,9,3,170
201819,Academic year,National,E92000001,England,French,"Other languages, literature and culture",Disadvantage,Unknown disadvantaged status,Female,21,40,28,12,9,2,1,113
201819,Academic year,National,E92000001,England,French,"Other languages, literature and culture",Disadvantage,Unknown disadvantaged status,Male,5,19,21,12,6,0,0,63
201819,Academic year,National,E92000001,England,Further maths,Science and Mathematics,Disadvantage,Unknown disadvantaged status,Female,11,21,13,10,7,3,3,68
201819,Academic year,National,E92000001,England,Further maths,Science and Mathematics,Disadvantage,Unknown disadvantaged status,Male,29,27,17,12,6,7,4,102
201819,Academic year,National,E92000001,England,General studies,Preparation for Life and Work,Disadvantage,Unknown disadvantaged status,Male,0,0,0,0,1,1,0,2
201819,Academic year,National,E92000001,England,Geography,Social Sciences,Disadvantage,Unknown disadvantaged status,Female,3,19,23,27,13,2,4,92
201819,Academic year,National,E92000001,England,Geography,Social Sciences,Disadvantage,Unknown disadvantaged status,Male,2,9,13,21,25,5,5,80
201819,Academic year,National,E92000001,England,German,"Other languages, literature and culture",Disadvantage,Unknown disadvantaged status,Female,17,25,9,7,3,0,0,61
201819,Academic year,National,E92000001,England,German,"Other languages, literature and culture",Disadvantage,Unknown disadvantaged status,Male,11,6,8,6,3,4,0,38
201819,Academic year,National,E92000001,England,Government and politics,Social Sciences,Disadvantage,Unknown disadvantaged status,Female,5,14,23,16,8,6,2,74
201819,Academic year,National,E92000001,England,Government and politics,Social Sciences,Disadvantage,Unknown disadvantaged status,Male,1,12,14,16,15,1,2,61
201819,Academic year,National,E92000001,England,History,"History, Philosophy and Theology",Disadvantage,Unknown disadvantaged status,Female,8,31,55,46,15,5,2,162
201819,Academic year,National,E92000001,England,History,"History, Philosophy and Theology",Disadvantage,Unknown disadvantaged status,Male,2,16,34,32,16,2,1,103
201819,Academic year,National,E92000001,England,Law,"Business, Administration, Finance and Law",Disadvantage,Unknown disadvantaged status,Female,4,15,14,15,11,2,1,62
201819,Academic year,National,E92000001,England,Law,"Business, Administration, Finance and Law",Disadvantage,Unknown disadvantaged status,Male,0,7,5,6,6,2,0,26
201819,Academic year,National,E92000001,England,Media film TV,"Arts, Media and Publishing",Disadvantage,Unknown disadvantaged status,Female,0,9,33,21,7,2,1,73
201819,Academic year,National,E92000001,England,Media film TV,"Arts, Media and Publishing",Disadvantage,Unknown disadvantaged status,Male,0,4,11,11,15,2,2,45
201819,Academic year,National,E92000001,England,Music,"Arts, Media and Publishing",Disadvantage,Unknown disadvantaged status,Female,0,4,5,9,7,0,0,25
201819,Academic year,National,E92000001,England,Music,"Arts, Media and Publishing",Disadvantage,Unknown disadvantaged status,Male,0,2,3,7,3,1,1,17
201819,Academic year,National,E92000001,England,Other communication studies,"Arts, Media and Publishing",Disadvantage,Unknown disadvantaged status,Female,1,3,9,8,5,0,0,26
201819,Academic year,National,E92000001,England,Other communication studies,"Arts, Media and Publishing",Disadvantage,Unknown disadvantaged status,Male,0,2,9,7,3,1,0,22
201819,Academic year,National,E92000001,England,Other sciences,Science and Mathematics,Disadvantage,Unknown disadvantaged status,Female,0,3,3,2,6,1,0,15
201819,Academic year,National,E92000001,England,Other sciences,Science and Mathematics,Disadvantage,Unknown disadvantaged status,Male,3,2,3,2,1,1,2,14
201819,Academic year,National,E92000001,England,Other social studies,Social Sciences,Disadvantage,Unknown disadvantaged status,Female,0,0,0,5,1,3,0,9
201819,Academic year,National,E92000001,England,Other social studies,Social Sciences,Disadvantage,Unknown disadvantaged status,Male,0,2,1,0,1,1,0,5
201819,Academic year,National,E92000001,England,Physical education,"Leisure, Travel and Tourism",Disadvantage,Unknown disadvantaged status,Female,2,1,10,10,7,6,2,38
201819,Academic year,National,E92000001,England,Physical education,"Leisure, Travel and Tourism",Disadvantage,Unknown disadvantaged status,Male,0,4,8,8,9,6,2,37
201819,Academic year,National,E92000001,England,Physics,Science and Mathematics,Disadvantage,Unknown disadvantaged status,Female,6,24,28,32,23,5,10,128
201819,Academic year,National,E92000001,England,Physics,Science and Mathematics,Disadvantage,Unknown disadvantaged status,Male,32,61,59,69,50,40,16,327
201819,Academic year,National,E92000001,England,Psychology,Science and Mathematics,Disadvantage,Unknown disadvantaged status,Female,24,45,98,94,52,22,8,344
201819,Academic year,National,E92000001,England,Psychology,Science and Mathematics,Disadvantage,Unknown disadvantaged status,Male,2,12,35,28,24,11,6,118
201819,Academic year,National,E92000001,England,Religious studies,"History, Philosophy and Theology",Disadvantage,Unknown disadvantaged status,Female,4,9,11,12,6,4,2,48
201819,Academic year,National,E92000001,England,Religious studies,"History, Philosophy and Theology",Disadvantage,Unknown disadvantaged status,Male,0,4,6,5,9,1,0,25
201819,Academic year,National,E92000001,England,Sociology,Social Sciences,Disadvantage,Unknown disadvantaged status,Female,13,43,58,70,32,10,2,230
201819,Academic year,National,E92000001,England,Sociology,Social Sciences,Disadvantage,Unknown disadvantaged status,Male,1,8,19,19,10,9,3,69
201819,Academic year,National,E92000001,England,Spanish,"Other languages, literature and culture",Disadvantage,Unknown disadvantaged status,Female,26,36,29,14,0,3,2,110
201819,Academic year,National,E92000001,England,Spanish,"Other languages, literature and culture",Disadvantage,Unknown disadvantaged status,Male,13,24,25,9,3,1,0,75
201819,Academic year,National,E92000001,England,Total classical studies,"Other languages, literature and culture",Disadvantage,Unknown disadvantaged status,Female,0,1,5,9,0,0,0,15
201819,Academic year,National,E92000001,England,Total classical studies,"Other languages, literature and culture",Disadvantage,Unknown disadvantaged status,Male,0,1,3,3,2,1,0,10
201819,Academic year,National,E92000001,England,Total English,"Languages, literature and culture of the British isles",Disadvantage,Unknown disadvantaged status,Female,23,51,94,88,57,10,1,324
201819,Academic year,National,E92000001,England,Total English,"Languages, literature and culture of the British isles",Disadvantage,Unknown disadvantaged status,Male,2,7,25,29,19,5,0,87
201819,Academic year,National,E92000001,England,Total maths,Science and Mathematics,Disadvantage,Unknown disadvantaged status,Female,56,104,89,84,82,43,22,480
201819,Academic year,National,E92000001,England,Total maths,Science and Mathematics,Disadvantage,Unknown disadvantaged status,Male,91,117,113,88,73,66,42,590
201819,Academic year,National,E92000001,England,Total Other modern languages,"Other languages, literature and culture",Disadvantage,Unknown disadvantaged status,Female,73,90,54,12,4,4,1,238
201819,Academic year,National,E92000001,England,Total Other modern languages,"Other languages, literature and culture",Disadvantage,Unknown disadvantaged status,Male,32,52,43,10,7,1,2,147
201819,Academic year,National,E92000001,England,Account and finance,"Business, Administration, Finance and Law",First Language,English language,Female,8,57,77,102,73,47,16,380
201819,Academic year,National,E92000001,England,Account and finance,"Business, Administration, Finance and Law",First Language,English language,Male,11,104,187,277,242,117,50,988
201819,Academic year,National,E92000001,England,Art and design,"Arts, Media and Publishing",First Language,English language,Female,2297,2943,6180,4333,1773,509,111,18162
201819,Academic year,National,E92000001,England,Art and design,"Arts, Media and Publishing",First Language,English language,Male,567,707,1827,1681,895,305,97,6081
201819,Academic year,National,E92000001,England,Biological sciences,Science and Mathematics,First Language,English language,Female,1669,4221,5039,5544,4683,2485,833,24474
201819,Academic year,National,E92000001,England,Biological sciences,Science and Mathematics,First Language,English language,Male,800,2177,2802,3291,2922,1672,624,14288
201819,Academic year,National,E92000001,England,Business studies,"Business, Administration, Finance and Law",First Language,English language,Female,278,948,2230,2295,1314,508,132,7710
201819,Academic year,National,E92000001,England,Business studies,"Business, Administration, Finance and Law",First Language,English language,Male,365,1329,3647,3831,2178,707,236,12300
201819,Academic year,National,E92000001,England,Chemistry,Science and Mathematics,First Language,English language,Female,975,3268,3803,3278,2542,1538,534,15938
201819,Academic year,National,E92000001,England,Chemistry,Science and Mathematics,First Language,English language,Male,1117,3006,3086,2762,2097,1303,577,13948
201819,Academic year,National,E92000001,England,Computing,Information and Communication Technology (ICT),First Language,English language,Female,28,141,196,197,174,104,31,872
201819,Academic year,National,E92000001,England,Computing,Information and Communication Technology (ICT),First Language,English language,Male,221,946,1500,1509,1260,676,294,6418
201819,Academic year,National,E92000001,England,Design and technology,Engineering and Manufacturing Technologies,First Language,English language,Female,87,294,550,605,393,144,40,2113
201819,Academic year,National,E92000001,England,Design and technology,Engineering and Manufacturing Technologies,First Language,English language,Male,143,350,915,1240,1037,475,162,4322
201819,Academic year,National,E92000001,England,Drama,"Arts, Media and Publishing",First Language,English language,Female,159,646,1679,1522,696,167,29,4898
201819,Academic year,National,E92000001,England,Drama,"Arts, Media and Publishing",First Language,English language,Male,34,164,585,710,387,119,19,2018
201819,Academic year,National,E92000001,England,Economics,Social Sciences,First Language,English language,Female,274,917,1229,922,512,204,75,4135
201819,Academic year,National,E92000001,England,Economics,Social Sciences,First Language,English language,Male,567,2252,3220,2892,1551,507,161,11155
201819,Academic year,National,E92000001,England,French,"Other languages, literature and culture",First Language,English language,Female,245,745,927,594,333,133,40,3018
201819,Academic year,National,E92000001,England,French,"Other languages, literature and culture",First Language,English language,Male,110,303,372,208,129,55,15,1192
201819,Academic year,National,E92000001,England,Further maths,Science and Mathematics,First Language,English language,Female,426,552,451,284,150,80,30,1973
201819,Academic year,National,E92000001,England,Further maths,Science and Mathematics,First Language,English language,Male,1381,1525,1026,729,463,189,76,5389
201819,Academic year,National,E92000001,England,General studies,Preparation for Life and Work,First Language,English language,Female,1,4,24,17,32,22,5,105
201819,Academic year,National,E92000001,England,General studies,Preparation for Life and Work,First Language,English language,Male,2,9,12,21,17,12,11,84
201819,Academic year,National,E92000001,England,Geography,Social Sciences,First Language,English language,Female,720,2497,3731,3101,1539,490,128,12217
201819,Academic year,National,E92000001,England,Geography,Social Sciences,First Language,English language,Male,357,1647,3294,3557,2118,678,212,11871
201819,Academic year,National,E92000001,England,German,"Other languages, literature and culture",First Language,English language,Female,57,231,262,236,144,59,7,996
201819,Academic year,National,E92000001,England,German,"Other languages, literature and culture",First Language,English language,Male,64,147,183,125,83,25,6,633
201819,Academic year,National,E92000001,England,Government and politics,Social Sciences,First Language,English language,Female,370,1016,1539,1294,770,297,111,5397
201819,Academic year,National,E92000001,England,Government and politics,Social Sciences,First Language,English language,Male,294,1030,1779,1631,804,276,86,5900
201819,Academic year,National,E92000001,England,History,"History, Philosophy and Theology",First Language,English language,Female,847,3441,6071,5250,2794,873,184,19485
201819,Academic year,National,E92000001,England,History,"History, Philosophy and Theology",First Language,English language,Male,564,2291,4521,4460,2389,712,165,15109
201819,Academic year,National,E92000001,England,Home economics,Retail and Commercial Enterprise,First Language,English language,Female,0,0,2,2,0,0,0,4
201819,Academic year,National,E92000001,England,Home economics,Retail and Commercial Enterprise,First Language,English language,Male,0,0,0,0,1,0,0,1
201819,Academic year,National,E92000001,England,ICT,Information and Communication Technology (ICT),First Language,English language,Female,0,2,2,8,1,0,1,14
201819,Academic year,National,E92000001,England,ICT,Information and Communication Technology (ICT),First Language,English language,Male,0,0,6,6,9,4,1,26
201819,Academic year,National,E92000001,England,Law,"Business, Administration, Finance and Law",First Language,English language,Female,279,790,1356,1482,961,462,189,5519
201819,Academic year,National,E92000001,England,Law,"Business, Administration, Finance and Law",First Language,English language,Male,113,275,705,824,644,353,122,3036
201819,Academic year,National,E92000001,England,Media film TV,"Arts, Media and Publishing",First Language,English language,Female,107,761,2394,2176,737,142,30,6347
201819,Academic year,National,E92000001,England,Media film TV,"Arts, Media and Publishing",First Language,English language,Male,41,307,1420,1855,953,235,59,4870
201819,Academic year,National,E92000001,England,Music,"Arts, Media and Publishing",First Language,English language,Female,44,193,435,488,337,131,32,1660
201819,Academic year,National,E92000001,England,Music,"Arts, Media and Publishing",First Language,English language,Male,65,244,489,494,343,141,38,1814
201819,Academic year,National,E92000001,England,Other communication studies,"Arts, Media and Publishing",First Language,English language,Female,65,306,916,782,319,74,18,2480
201819,Academic year,National,E92000001,England,Other communication studies,"Arts, Media and Publishing",First Language,English language,Male,41,213,713,892,391,92,35,2377
201819,Academic year,National,E92000001,England,Other sciences,Science and Mathematics,First Language,English language,Female,29,95,157,204,122,75,17,699
201819,Academic year,National,E92000001,England,Other sciences,Science and Mathematics,First Language,English language,Male,72,217,279,310,246,142,39,1305
201819,Academic year,National,E92000001,England,Other social studies,Social Sciences,First Language,English language,Female,27,136,272,292,210,143,30,1110
201819,Academic year,National,E92000001,England,Other social studies,Social Sciences,First Language,English language,Male,20,110,204,178,139,64,29,744
201819,Academic year,National,E92000001,England,Physical education,"Leisure, Travel and Tourism",First Language,English language,Female,250,623,1171,1129,628,239,87,4127
201819,Academic year,National,E92000001,England,Physical education,"Leisure, Travel and Tourism",First Language,English language,Male,114,409,1110,1325,1052,528,153,4691
201819,Academic year,National,E92000001,England,Physics,Science and Mathematics,First Language,English language,Female,349,849,1101,934,728,419,242,4622
201819,Academic year,National,E92000001,England,Physics,Science and Mathematics,First Language,English language,Male,1429,3174,3915,3555,2910,1712,741,17436
201819,Academic year,National,E92000001,England,Psychology,Science and Mathematics,First Language,English language,Female,1596,4441,9282,8960,5507,2369,714,32891
201819,Academic year,National,E92000001,England,Psychology,Science and Mathematics,First Language,English language,Male,214,871,2406,3340,2588,1393,496,11312
201819,Academic year,National,E92000001,England,Religious studies,"History, Philosophy and Theology",First Language,English language,Female,263,1276,2201,2092,1283,486,110,7711
201819,Academic year,National,E92000001,England,Religious studies,"History, Philosophy and Theology",First Language,English language,Male,110,468,804,774,468,210,84,2918
201819,Academic year,National,E92000001,England,Sociology,Social Sciences,First Language,English language,Female,1080,2983,6065,5775,3019,994,297,20230
201819,Academic year,National,E92000001,England,Sociology,Social Sciences,First Language,English language,Male,162,572,1549,1843,1207,431,170,5940
201819,Academic year,National,E92000001,England,Spanish,"Other languages, literature and culture",First Language,English language,Female,168,575,768,697,386,157,33,2786
201819,Academic year,National,E92000001,England,Spanish,"Other languages, literature and culture",First Language,English language,Male,100,221,355,272,168,45,14,1175
201819,Academic year,National,E92000001,England,Total classical studies,"Other languages, literature and culture",First Language,English language,Female,65,297,499,369,181,52,13,1476
201819,Academic year,National,E92000001,England,Total classical studies,"Other languages, literature and culture",First Language,English language,Male,35,135,290,263,116,45,12,896
201819,Academic year,National,E92000001,England,Total English,"Languages, literature and culture of the British isles",First Language,English language,Female,1830,4275,9399,9557,4923,1081,148,31227
201819,Academic year,National,E92000001,England,Total English,"Languages, literature and culture of the British isles",First Language,English language,Male,566,1148,2763,3129,1782,431,94,9914
201819,Academic year,National,E92000001,England,Total maths,Science and Mathematics,First Language,English language,Female,2295,4217,3333,3226,2467,1549,399,17486
201819,Academic year,National,E92000001,England,Total maths,Science and Mathematics,First Language,English language,Male,5176,6981,5060,4872,4135,2409,784,29418
201819,Academic year,National,E92000001,England,Total Other modern languages,"Other languages, literature and culture",First Language,English language,Female,51,80,64,37,23,7,8,270
201819,Academic year,National,E92000001,England,Total Other modern languages,"Other languages, literature and culture",First Language,English language,Male,17,47,34,31,11,5,6,151
201819,Academic year,National,E92000001,England,Account and finance,"Business, Administration, Finance and Law",First Language,Other than English language,Female,0,13,31,47,42,32,13,178
201819,Academic year,National,E92000001,England,Account and finance,"Business, Administration, Finance and Law",First Language,Other than English language,Male,2,29,58,89,90,51,24,343
201819,Academic year,National,E92000001,England,Art and design,"Arts, Media and Publishing",First Language,Other than English language,Female,272,377,841,664,274,106,27,2561
201819,Academic year,National,E92000001,England,Art and design,"Arts, Media and Publishing",First Language,Other than English language,Male,87,99,301,342,159,66,15,1069
201819,Academic year,National,E92000001,England,Biological sciences,Science and Mathematics,First Language,Other than English language,Female,304,1098,1484,1798,1688,945,389,7706
201819,Academic year,National,E92000001,England,Biological sciences,Science and Mathematics,First Language,Other than English language,Male,219,680,903,1007,972,594,250,4625
201819,Academic year,National,E92000001,England,Business studies,"Business, Administration, Finance and Law",First Language,Other than English language,Female,29,133,426,531,393,150,50,1715
201819,Academic year,National,E92000001,England,Business studies,"Business, Administration, Finance and Law",First Language,Other than English language,Male,42,202,666,868,545,221,87,2632
201819,Academic year,National,E92000001,England,Chemistry,Science and Mathematics,First Language,Other than English language,Female,214,1072,1550,1560,1301,779,334,6810
201819,Academic year,National,E92000001,England,Chemistry,Science and Mathematics,First Language,Other than English language,Male,279,959,1153,1179,953,580,315,5418
201819,Academic year,National,E92000001,England,Computing,Information and Communication Technology (ICT),First Language,Other than English language,Female,10,18,58,52,72,41,23,274
201819,Academic year,National,E92000001,England,Computing,Information and Communication Technology (ICT),First Language,Other than English language,Male,35,177,289,367,359,233,125,1585
201819,Academic year,National,E92000001,England,Design and technology,Engineering and Manufacturing Technologies,First Language,Other than English language,Female,10,21,74,95,86,32,13,331
201819,Academic year,National,E92000001,England,Design and technology,Engineering and Manufacturing Technologies,First Language,Other than English language,Male,21,48,133,223,177,80,23,705
201819,Academic year,National,E92000001,England,Drama,"Arts, Media and Publishing",First Language,Other than English language,Female,3,26,109,129,72,23,6,368
201819,Academic year,National,E92000001,England,Drama,"Arts, Media and Publishing",First Language,Other than English language,Male,0,5,32,59,27,13,1,137
201819,Academic year,National,E92000001,England,Economics,Social Sciences,First Language,Other than English language,Female,69,291,494,453,332,117,54,1810
201819,Academic year,National,E92000001,England,Economics,Social Sciences,First Language,Other than English language,Male,135,540,946,973,636,252,93,3575
201819,Academic year,National,E92000001,England,French,"Other languages, literature and culture",First Language,Other than English language,Female,51,179,238,180,82,37,10,777
201819,Academic year,National,E92000001,England,French,"Other languages, literature and culture",First Language,Other than English language,Male,20,71,77,49,44,21,8,290
201819,Academic year,National,E92000001,England,Further maths,Science and Mathematics,First Language,Other than English language,Female,65,150,131,89,57,26,21,539
201819,Academic year,National,E92000001,England,Further maths,Science and Mathematics,First Language,Other than English language,Male,315,413,325,213,137,65,50,1518
201819,Academic year,National,E92000001,England,General studies,Preparation for Life and Work,First Language,Other than English language,Female,1,1,0,1,1,0,1,5
201819,Academic year,National,E92000001,England,General studies,Preparation for Life and Work,First Language,Other than English language,Male,0,0,0,0,0,1,1,2
201819,Academic year,National,E92000001,England,Geography,Social Sciences,First Language,Other than English language,Female,52,246,378,329,246,79,18,1349
201819,Academic year,National,E92000001,England,Geography,Social Sciences,First Language,Other than English language,Male,25,125,309,336,268,68,34,1165
201819,Academic year,National,E92000001,England,German,"Other languages, literature and culture",First Language,Other than English language,Female,23,69,50,19,20,10,0,191
201819,Academic year,National,E92000001,England,German,"Other languages, literature and culture",First Language,Other than English language,Male,18,41,31,20,17,3,1,131
201819,Academic year,National,E92000001,England,Government and politics,Social Sciences,First Language,Other than English language,Female,45,177,337,392,264,124,59,1398
201819,Academic year,National,E92000001,England,Government and politics,Social Sciences,First Language,Other than English language,Male,20,115,266,261,149,66,30,907
201819,Academic year,National,E92000001,England,History,"History, Philosophy and Theology",First Language,Other than English language,Female,82,411,945,918,515,178,38,3088
201819,Academic year,National,E92000001,England,History,"History, Philosophy and Theology",First Language,Other than English language,Male,49,214,532,561,316,91,31,1795
201819,Academic year,National,E92000001,England,Home economics,Retail and Commercial Enterprise,First Language,Other than English language,Male,0,0,0,1,0,0,0,1
201819,Academic year,National,E92000001,England,ICT,Information and Communication Technology (ICT),First Language,Other than English language,Female,0,0,2,3,2,1,1,9
201819,Academic year,National,E92000001,England,ICT,Information and Communication Technology (ICT),First Language,Other than English language,Male,0,1,1,4,2,0,2,10
201819,Academic year,National,E92000001,England,Law,"Business, Administration, Finance and Law",First Language,Other than English language,Female,41,137,261,330,250,125,50,1194
201819,Academic year,National,E92000001,England,Law,"Business, Administration, Finance and Law",First Language,Other than English language,Male,16,41,123,179,130,57,34,580
